server_generation,latency_sensitivity,time_step,capacity,demand
GPU.S2,low,37,0.0,0
GPU.S2,medium,37,0.0,0
GPU.S2,high,37,0.0,0
GPU.S3,low,37,0.0,0
GPU.S3,medium,37,0.0,0
GPU.S3,high,37,0.0,0
CPU.S1,low,38,0.0,550921
CPU.S1,medium,38,166630.61991033016,505540
CPU.S1,high,38,388384.6358276725,519626
CPU.S2,low,38,30037.0,30037
CPU.S2,medium,38,33738.0,33738
CPU.S2,high,38,15454.0,15454
CPU.S3,low,38,0.0,0
CPU.S3,medium,38,0.0,0
CPU.S3,high,38,0.0,0
CPU.S4,low,38,0.0,0
CPU.S4,medium,38,0.0,0
CPU.S4,high,38,0.0,0
GPU.S1,low,38,728.6807003499414,673
GPU.S1,medium,38,394.786144611206,297
GPU.S1,high,38,1460.313369015409,1409
GPU.S2,low,38,0.0,0
GPU.S2,medium,38,0.0,0
GPU.S2,high,38,0.0,0
GPU.S3,low,38,0.0,0
GPU.S3,medium,38,0.0,0
GPU.S3,high,38,0.0,0
CPU.S1,low,39,0.0,370413
CPU.S1,medium,39,170004.01969688523,479196
CPU.S1,high,39,373486.1366855628,423005
CPU.S2,low,39,39361.0,39361
CPU.S2,medium,39,41666.0,41666
CPU.S2,high,39,18554.0,18554
CPU.S3,low,39,0.0,0
CPU.S3,medium,39,0.0,0
CPU.S3,high,39,0.0,0
CPU.S4,low,39,0.0,0
CPU.S4,medium,39,0.0,0
CPU.S4,high,39,0.0,0
GPU.S1,low,39,699.0,699
GPU.S1,medium,39,478.0,478
GPU.S1,high,39,1850.0,1850
GPU.S2,low,39,0.0,0
GPU.S2,medium,39,0.0,0
GPU.S2,high,39,0.0,0
GPU.S3,low,39,0.0,0
GPU.S3,medium,39,0.0,0
GPU.S3,high,39,0.0,0
CPU.S1,low,40,0.0,352660
CPU.S1,medium,40,205964.47774312107,446707
CPU.S1,high,40,345300.0,345300
CPU.S2,low,40,49155.0,49155
CPU.S2,medium,40,54424.0,54424
CPU.S2,high,40,20714.0,20714
CPU.S3,low,40,0.0,0
CPU.S3,medium,40,0.0,0
CPU.S3,high,40,0.0,0
CPU.S4,low,40,0.0,0
CPU.S4,medium,40,0.0,0
CPU.S4,high,40,0.0,0
GPU.S1,low,40,461.48972005428135,622
GPU.S1,medium,40,408.0,408
GPU.S1,high,40,2857.0,2857
GPU.S2,low,40,0.0,0
GPU.S2,medium,40,0.0,0
GPU.S2,high,40,0.0,0
GPU.S3,low,40,0.0,0
GPU.S3,medium,40,0.0,0
GPU.S3,high,40,0.0,0
CPU.S1,low,41,0.0,428320
CPU.S1,medium,41,206641.5436641887,480216
CPU.S1,high,41,356770.1372008234,365489
CPU.S2,low,41,61688.0,61688
CPU.S2,medium,41,71668.0,71668
CPU.S2,high,41,28244.0,28244
CPU.S3,low,41,0.0,0
CPU.S3,medium,41,0.0,0
CPU.S3,high,41,0.0,0
CPU.S4,low,41,0.0,0
CPU.S4,medium,41,0.0,0
CPU.S4,high,41,0.0,0
GPU.S1,low,41,341.8554524799212,685
GPU.S1,medium,41,470.0,470
GPU.S1,high,41,2851.272684789255,4031
GPU.S2,low,41,0.0,0
GPU.S2,medium,41,0.0,0
GPU.S2,high,41,0.0,0
GPU.S3,low,41,0.0,0
GPU.S3,medium,41,0.0,0
GPU.S3,high,41,0.0,0
CPU.S1,low,42,0.0,457599
CPU.S1,medium,42,198553.26278592082,493955
CPU.S1,high,42,355558.5840266777,388570
CPU.S2,low,42,88815.05262940373,96171
CPU.S2,medium,42,94177.15800250543,94812
CPU.S2,high,42,39513.0,39513
CPU.S3,low,42,0.0,0
CPU.S3,medium,42,0.0,0
CPU.S3,high,42,0.0,0
CPU.S4,low,42,0.0,0
CPU.S4,medium,42,0.0,0
CPU.S4,high,42,0.0,0
GPU.S1,low,42,347.8541908514218,769
GPU.S1,medium,42,526.0,526
GPU.S1,high,42,2795.0,2795
GPU.S2,low,42,0.0,0
GPU.S2,medium,42,0.0,0
GPU.S2,high,42,0.0,0
GPU.S3,low,42,0.0,0
GPU.S3,medium,42,0.0,0
GPU.S3,high,42,0.0,0
CPU.S1,low,43,23009.17552762328,309700
CPU.S1,medium,43,244063.51811743705,362544
CPU.S1,high,43,285545.0,285545
CPU.S2,low,43,85831.0,85831
CPU.S2,medium,43,92528.22839257466,87101
CPU.S2,high,43,39481.707088544135,38099
CPU.S3,low,43,0.0,0
CPU.S3,medium,43,0.0,0
CPU.S3,high,43,0.0,0
CPU.S4,low,43,0.0,0
CPU.S4,medium,43,0.0,0
CPU.S4,high,43,0.0,0
GPU.S1,low,43,395.61697046500893,663
GPU.S1,medium,43,393.0,393
GPU.S1,high,43,2883.0,2883
GPU.S2,low,43,0.0,0
GPU.S2,medium,43,0.0,0
GPU.S2,high,43,0.0,0
GPU.S3,low,43,0.0,0
GPU.S3,medium,43,0.0,0
GPU.S3,high,43,0.0,0
CPU.S1,low,44,52275.500092303904,399108
CPU.S1,medium,44,247837.51341338592,361579
CPU.S1,high,44,255881.0,255881
CPU.S2,low,44,110566.0,110566
CPU.S2,medium,44,97076.0,97076
CPU.S2,high,44,48167.0,48167
CPU.S3,low,44,0.0,0
CPU.S3,medium,44,0.0,0
CPU.S3,high,44,0.0,0
CPU.S4,low,44,0.0,0
CPU.S4,medium,44,0.0,0
CPU.S4,high,44,0.0,0
GPU.S1,low,44,921.969098533866,659
GPU.S1,medium,44,598.0,598
GPU.S1,high,44,2226.0,2226
GPU.S2,low,44,0.0,0
GPU.S2,medium,44,0.0,0
GPU.S2,high,44,0.0,0
GPU.S3,low,44,0.0,0
GPU.S3,medium,44,0.0,0
GPU.S3,high,44,0.0,0
CPU.S1,low,45,79884.59696534983,404712
CPU.S1,medium,45,243130.20624582746,313511
CPU.S1,high,45,230986.0,230986
CPU.S2,low,45,122128.0,122128
CPU.S2,medium,45,110795.0,110795
CPU.S2,high,45,48193.625686666746,47726
CPU.S3,low,45,0.0,0
CPU.S3,medium,45,0.0,0
CPU.S3,high,45,0.0,0
CPU.S4,low,45,0.0,0
CPU.S4,medium,45,0.0,0
CPU.S4,high,45,0.0,0
GPU.S1,low,45,911.9310809496651,611
GPU.S1,medium,45,571.8463688367731,520
GPU.S1,high,45,2151.914750131404,1922
GPU.S2,low,45,0.0,0
GPU.S2,medium,45,0.0,0
GPU.S2,high,45,0.0,0
GPU.S3,low,45,0.0,0
GPU.S3,medium,45,0.0,0
GPU.S3,high,45,0.0,0
CPU.S1,low,46,112852.306298657,356668
CPU.S1,medium,46,243037.8951059662,288704
CPU.S1,high,46,198968.0,198968
CPU.S2,low,46,147560.0,147560
CPU.S2,medium,46,126422.0,126422
CPU.S2,high,46,65145.0,65145
CPU.S3,low,46,0.0,0
CPU.S3,medium,46,0.0,0
CPU.S3,high,46,0.0,0
CPU.S4,low,46,0.0,0
CPU.S4,medium,46,0.0,0
CPU.S4,high,46,0.0,0
GPU.S1,low,46,510.0,510
GPU.S1,medium,46,556.0,556
GPU.S1,high,46,2662.0,2662
GPU.S2,low,46,0.0,0
GPU.S2,medium,46,0.0,0
GPU.S2,high,46,0.0,0
GPU.S3,low,46,0.0,0
GPU.S3,medium,46,0.0,0
GPU.S3,high,46,0.0,0
CPU.S1,low,47,134128.74267434198,231603
CPU.S1,medium,47,247146.0,247146
CPU.S1,high,47,177349.0,177349
CPU.S2,low,47,197652.0,197652
CPU.S2,medium,47,132719.0,132719
CPU.S2,high,47,76333.0,76333
CPU.S3,low,47,0.0,0
CPU.S3,medium,47,0.0,0
CPU.S3,high,47,0.0,0
CPU.S4,low,47,0.0,0
CPU.S4,medium,47,0.0,0
CPU.S4,high,47,0.0,0
GPU.S1,low,47,833.9657023852653,770
GPU.S1,medium,47,613.0,613
GPU.S1,high,47,2187.0262340250833,2048
GPU.S2,low,47,0.0,0
GPU.S2,medium,47,0.0,0
GPU.S2,high,47,0.0,0
GPU.S3,low,47,0.0,0
GPU.S3,medium,47,0.0,0
GPU.S3,high,47,0.0,0
CPU.S1,low,48,161818.21260259248,208627
CPU.S1,medium,48,245104.0,245104
CPU.S1,high,48,127999.0,127999
CPU.S2,low,48,256072.0,256072
CPU.S2,medium,48,146433.95563308636,159019
CPU.S2,high,48,89594.0,89594
CPU.S3,low,48,0.0,0
CPU.S3,medium,48,0.0,0
CPU.S3,high,48,0.0,0
CPU.S4,low,48,0.0,0
CPU.S4,medium,48,0.0,0
CPU.S4,high,48,0.0,0
GPU.S1,low,48,839.6687023495747,866
GPU.S1,medium,48,465.0,465
GPU.S1,high,48,2345.949957043532,3168
GPU.S2,low,48,0.0,0
GPU.S2,medium,48,0.0,0
GPU.S2,high,48,0.0,0
GPU.S3,low,48,0.0,0
GPU.S3,medium,48,0.0,0
GPU.S3,high,48,0.0,0
CPU.S1,low,49,166177.0,166177
CPU.S1,medium,49,232730.69455253443,212114
CPU.S1,high,49,121999.0,121999
CPU.S2,low,49,306196.0,306196
CPU.S2,medium,49,152041.0,152041
CPU.S2,high,49,95719.0,95719
CPU.S3,low,49,0.0,0
CPU.S3,medium,49,0.0,0
CPU.S3,high,49,0.0,0
CPU.S4,low,49,0.0,0
CPU.S4,medium,49,0.0,0
CPU.S4,high,49,0.0,0
GPU.S1,low,49,829.068815992906,663
GPU.S1,medium,49,509.0,509
GPU.S1,high,49,2345.0,2345
GPU.S2,low,49,6.0,6
GPU.S2,medium,49,14.0,14
GPU.S2,high,49,92.0,92
GPU.S3,low,49,0.0,0
GPU.S3,medium,49,0.0,0
GPU.S3,high,49,0.0,0
CPU.S1,low,50,165121.60017225172,201571
CPU.S1,medium,50,227537.0,227537
CPU.S1,high,50,112002.0,112002
CPU.S2,low,50,343746.1466583436,348755
CPU.S2,medium,50,157977.32594955913,166455
CPU.S2,high,50,86042.0,86042
CPU.S3,low,50,0.0,0
CPU.S3,medium,50,0.0,0
CPU.S3,high,50,0.0,0
CPU.S4,low,50,0.0,0
CPU.S4,medium,50,0.0,0
CPU.S4,high,50,0.0,0
GPU.S1,low,50,1337.664205383974,659
GPU.S1,medium,50,528.0804744837692,352
GPU.S1,high,50,1799.9353254483763,1782
GPU.S2,low,50,10.0,10
GPU.S2,medium,50,13.0,13
GPU.S2,high,50,119.0,119
GPU.S3,low,50,0.0,0
GPU.S3,medium,50,0.0,0
GPU.S3,high,50,0.0,0
CPU.S1,low,51,163591.14431250762,196728
CPU.S1,medium,51,232174.48242427976,199311
CPU.S1,high,51,111578.90713905168,80900
CPU.S2,low,51,335912.4217262266,344054
CPU.S2,medium,51,155390.0,155390
CPU.S2,high,51,82697.0,82697
CPU.S3,low,51,0.0,0
CPU.S3,medium,51,0.0,0
CPU.S3,high,51,0.0,0
CPU.S4,low,51,0.0,0
CPU.S4,medium,51,0.0,0
CPU.S4,high,51,0.0,0
GPU.S1,low,51,1328.4014134663632,764
GPU.S1,medium,51,526.0177032227917,416
GPU.S1,high,51,1797.0,1797
GPU.S2,low,51,14.0,14
GPU.S2,medium,51,18.0,18
GPU.S2,high,51,160.0,160
GPU.S3,low,51,0.0,0
GPU.S3,medium,51,0.0,0
GPU.S3,high,51,0.0,0
CPU.S1,low,52,169853.34816572972,144670
CPU.S1,medium,52,229463.3871816783,196159
CPU.S1,high,52,112510.10419950663,77558
CPU.S2,low,52,346105.0,346105
CPU.S2,medium,52,157439.84631637245,137351
CPU.S2,high,52,81653.99391321473,74371
CPU.S3,low,52,0.0,0
CPU.S3,medium,52,0.0,0
CPU.S3,high,52,0.0,0
CPU.S4,low,52,0.0,0
CPU.S4,medium,52,0.0,0
CPU.S4,high,52,0.0,0
GPU.S1,low,52,956.6135085492858,698
GPU.S1,medium,52,477.0,477
GPU.S1,high,52,2211.0,2211
GPU.S2,low,52,26.0,26
GPU.S2,medium,52,23.0,23
GPU.S2,high,52,189.0,189
GPU.S3,low,52,0.0,0
GPU.S3,medium,52,0.0,0
GPU.S3,high,52,0.0,0
CPU.S1,low,53,163549.8653829538,141019
CPU.S1,medium,53,226395.10795269138,220542
CPU.S1,high,53,109556.79325108686,82453
CPU.S2,low,53,350929.71954320074,377859
CPU.S2,medium,53,174998.0,174998
CPU.S2,high,53,84229.0,84229
CPU.S3,low,53,0.0,0
CPU.S3,medium,53,0.0,0
CPU.S3,high,53,0.0,0
CPU.S4,low,53,0.0,0
CPU.S4,medium,53,0.0,0
CPU.S4,high,53,0.0,0
GPU.S1,low,53,2513.4094621856916,627
GPU.S1,medium,53,768.1524375787848,607
GPU.S1,high,53,413.801139471468,350
GPU.S2,low,53,27.0,27
GPU.S2,medium,53,25.0,25
GPU.S2,high,53,204.0,204
GPU.S3,low,53,0.0,0
GPU.S3,medium,53,0.0,0
GPU.S3,high,53,0.0,0
CPU.S1,low,54,151590.08021409277,160744
CPU.S1,medium,54,233399.97091365262,284575
CPU.S1,high,54,113003.15963612344,126226
CPU.S2,low,54,346951.2009511106,395565
CPU.S2,medium,54,209068.41165083507,223199
CPU.S2,high,54,87442.02565305916,110154
CPU.S3,low,54,0.0,0
CPU.S3,medium,54,0.0,0
CPU.S3,high,54,0.0,0
CPU.S4,low,54,0.0,0
CPU.S4,medium,54,0.0,0
CPU.S4,high,54,0.0,0
GPU.S1,low,54,2522.925605029548,787
GPU.S1,medium,54,761.6477922556813,685
GPU.S1,high,54,406.0,406
GPU.S2,low,54,30.0,30
GPU.S2,medium,54,33.0,33
GPU.S2,high,54,232.0,232
GPU.S3,low,54,0.0,0
GPU.S3,medium,54,0.0,0
GPU.S3,high,54,0.0,0
CPU.S1,low,55,148055.1233710079,78137
CPU.S1,medium,55,235053.8724749314,235037
CPU.S1,high,55,114259.13863546989,90157
CPU.S2,low,55,346611.0,346611
CPU.S2,medium,55,208815.0,208815
CPU.S2,high,55,85334.86007051248,84406
CPU.S3,low,55,0.0,0
CPU.S3,medium,55,0.0,0
CPU.S3,high,55,0.0,0
CPU.S4,low,55,0.0,0
CPU.S4,medium,55,0.0,0
CPU.S4,high,55,0.0,0
GPU.S1,low,55,1312.5664574532798,760
GPU.S1,medium,55,764.0,764
GPU.S1,high,55,1583.0,1583
GPU.S2,low,55,36.0,36
GPU.S2,medium,55,40.0,40
GPU.S2,high,55,245.0,245
GPU.S3,low,55,0.0,0
GPU.S3,medium,55,0.0,0
GPU.S3,high,55,0.0,0
CPU.S1,low,56,148530.2026205156,102470
CPU.S1,medium,56,236708.33332912973,229301
CPU.S1,high,56,113731.51719133093,105055
CPU.S2,low,56,357622.29695037846,357449
CPU.S2,medium,56,199729.84179652997,199237
CPU.S2,high,56,85900.0,85900
CPU.S3,low,56,0.0,0
CPU.S3,medium,56,0.0,0
CPU.S3,high,56,0.0,0
CPU.S4,low,56,0.0,0
CPU.S4,medium,56,0.0,0
CPU.S4,high,56,0.0,0
GPU.S1,low,56,1282.8082942224023,693
GPU.S1,medium,56,802.0,802
GPU.S1,high,56,1516.903592179842,1159
GPU.S2,low,56,35.0,35
GPU.S2,medium,56,45.0,45
GPU.S2,high,56,278.0,278
GPU.S3,low,56,0.0,0
GPU.S3,medium,56,0.0,0
GPU.S3,high,56,0.0,0
CPU.S1,low,57,153206.24634138824,102122
CPU.S1,medium,57,241653.0,241653
CPU.S1,high,57,113236.20954132952,110968
CPU.S2,low,57,440537.0,440537
CPU.S2,medium,57,212318.0,212318
CPU.S2,high,57,81402.95661833366,75329
CPU.S3,low,57,0.0,0
CPU.S3,medium,57,0.0,0
CPU.S3,high,57,0.0,0
CPU.S4,low,57,0.0,0
CPU.S4,medium,57,0.0,0
CPU.S4,high,57,0.0,0
GPU.S1,low,57,817.2380482493639,503
GPU.S1,medium,57,958.0,958
GPU.S1,high,57,1904.0,1904
GPU.S2,low,57,37.0,37
GPU.S2,medium,57,51.0,51
GPU.S2,high,57,331.0,331
GPU.S3,low,57,0.0,0
GPU.S3,medium,57,0.0,0
GPU.S3,high,57,0.0,0
CPU.S1,low,58,151412.1337959709,74692
CPU.S1,medium,58,240247.29534224118,281059
CPU.S1,high,58,113816.63733882576,131875
CPU.S2,low,58,517575.0,517575
CPU.S2,medium,58,218044.0,218044
CPU.S2,high,58,84266.0,84266
CPU.S3,low,58,0.0,0
CPU.S3,medium,58,0.0,0
CPU.S3,high,58,0.0,0
CPU.S4,low,58,0.0,0
CPU.S4,medium,58,0.0,0
CPU.S4,high,58,0.0,0
GPU.S1,low,58,0.0,517
GPU.S1,medium,58,515.8059519304203,945
GPU.S1,high,58,3154.459124596334,3466
GPU.S2,low,58,41.0,41
GPU.S2,medium,58,62.0,62
GPU.S2,high,58,358.0,358
GPU.S3,low,58,0.0,0
GPU.S3,medium,58,0.0,0
GPU.S3,high,58,0.0,0
CPU.S1,low,59,151868.0,151868
CPU.S1,medium,59,244365.344414536,334593
CPU.S1,high,59,115481.16891053351,166667
CPU.S2,low,59,572311.0,572311
CPU.S2,medium,59,225439.02434981422,241328
CPU.S2,high,59,101796.0,101796
CPU.S3,low,59,0.0,0
CPU.S3,medium,59,0.0,0
CPU.S3,high,59,0.0,0
CPU.S4,low,59,0.0,0
CPU.S4,medium,59,0.0,0
CPU.S4,high,59,0.0,0
GPU.S1,low,59,0.0,593
GPU.S1,medium,59,522.8491157600753,599
GPU.S1,high,59,3122.0856423573796,3888
GPU.S2,low,59,45.0,45
GPU.S2,medium,59,70.0,70
GPU.S2,high,59,351.0,351
GPU.S3,low,59,0.0,0
GPU.S3,medium,59,0.0,0
GPU.S3,high,59,0.0,0
CPU.S1,low,60,154756.3047466836,198345
CPU.S1,medium,60,238288.40272638964,361293
CPU.S1,high,60,113781.0,113781
CPU.S2,low,60,560794.3483823257,648757
CPU.S2,medium,60,220389.63434094863,288511
CPU.S2,high,60,121673.0,121673
CPU.S3,low,60,0.0,0
CPU.S3,medium,60,0.0,0
CPU.S3,high,60,0.0,0
CPU.S4,low,60,0.0,0
CPU.S4,medium,60,0.0,0
CPU.S4,high,60,0.0,0
GPU.S1,low,60,1070.9696916427708,333
GPU.S1,medium,60,515.0,515
GPU.S1,high,60,2052.0,2052
GPU.S2,low,60,46.0,46
GPU.S2,medium,60,69.0,69
GPU.S2,high,60,388.0,388
GPU.S3,low,60,0.0,0
GPU.S3,medium,60,0.0,0
GPU.S3,high,60,0.0,0
CPU.S1,low,61,156215.67937501337,248958
CPU.S1,medium,61,245553.1030154137,375474
CPU.S1,high,61,107441.0,107441
CPU.S2,low,61,581808.5671151562,684151
CPU.S2,medium,61,225468.90578770704,302732
CPU.S2,high,61,147684.0,147684
CPU.S3,low,61,0.0,0
CPU.S3,medium,61,0.0,0
CPU.S3,high,61,0.0,0
CPU.S4,low,61,0.0,0
CPU.S4,medium,61,0.0,0
CPU.S4,high,61,0.0,0
GPU.S1,low,61,2548.3385072351803,180
GPU.S1,medium,61,532.0346711842049,418
GPU.S1,high,61,604.3931156371,403
GPU.S2,low,61,45.35045346252197,57
GPU.S2,medium,61,78.69052099678561,83
GPU.S2,high,61,377.0,377
GPU.S3,low,61,0.0,0
GPU.S3,medium,61,0.0,0
GPU.S3,high,61,0.0,0
CPU.S1,low,62,170021.33032297314,458673
CPU.S1,medium,62,238410.38893220318,402533
CPU.S1,high,62,98753.0,98753
CPU.S2,low,62,568230.6394424462,741178
CPU.S2,medium,62,226327.4417937192,314000
CPU.S2,high,62,154483.3971376221,156380
CPU.S3,low,62,0.0,0
CPU.S3,medium,62,0.0,0
CPU.S3,high,62,0.0,0
CPU.S4,low,62,0.0,0
CPU.S4,medium,62,0.0,0
CPU.S4,high,62,0.0,0
GPU.S1,low,62,2570.0582282968485,5
GPU.S1,medium,62,537.6683723709907,479
GPU.S1,high,62,613.0,613
GPU.S2,low,62,35.17995857748978,100
GPU.S2,medium,62,78.51051525846319,88
GPU.S2,high,62,391.5817976397057,399
GPU.S3,low,62,0.0,0
GPU.S3,medium,62,0.0,0
GPU.S3,high,62,0.0,0
CPU.S1,low,63,211960.35853301373,429417
CPU.S1,medium,63,233223.14289225222,375713
CPU.S1,high,63,50758.004053343495,32221
CPU.S2,low,63,586169.54929933,656559
CPU.S2,medium,63,219877.85591472004,294410
CPU.S2,high,63,154019.0,154019
CPU.S3,low,63,0.0,0
CPU.S3,medium,63,0.0,0
CPU.S3,high,63,0.0,0
CPU.S4,low,63,0.0,0
CPU.S4,medium,63,0.0,0
CPU.S4,high,63,0.0,0
GPU.S1,low,63,1389.1525541319481,0
GPU.S1,medium,63,606.0,606
GPU.S1,high,63,1672.0,1672
GPU.S2,low,63,53.392571671595746,122
GPU.S2,medium,63,60.26134357259711,85
GPU.S2,high,63,398.0,398
GPU.S3,low,63,0.0,0
GPU.S3,medium,63,0.0,0
GPU.S3,high,63,0.0,0
CPU.S1,low,64,204288.67808487586,349886
CPU.S1,medium,64,242933.7751545359,421691
CPU.S1,high,64,51709.565644774295,0
CPU.S2,low,64,569250.0232300123,646049
CPU.S2,medium,64,217356.80122981104,269015
CPU.S2,high,64,153209.00517771396,134292
CPU.S3,low,64,0.0,0
CPU.S3,medium,64,0.0,0
CPU.S3,high,64,0.0,0
CPU.S4,low,64,0.0,0
CPU.S4,medium,64,0.0,0
CPU.S4,high,64,0.0,0
GPU.S1,low,64,2129.595343157916,192
GPU.S1,medium,64,575.3155993195105,507
GPU.S1,high,64,923.0,923
GPU.S2,low,64,71.12888557091877,131
GPU.S2,medium,64,62.91851818527139,79
GPU.S2,high,64,365.0,365
GPU.S3,low,64,0.0,0
GPU.S3,medium,64,0.0,0
GPU.S3,high,64,0.0,0
CPU.S1,low,65,209942.84001752193,291205
CPU.S1,medium,65,232799.9666521686,498809
CPU.S1,high,65,52305.59567976794,15277
CPU.S2,low,65,576503.5691915271,674101
CPU.S2,medium,65,211679.5475592846,318909
CPU.S2,high,65,164343.0,164343
CPU.S3,low,65,0.0,0
CPU.S3,medium,65,0.0,0
CPU.S3,high,65,0.0,0
CPU.S4,low,65,0.0,0
CPU.S4,medium,65,0.0,0
CPU.S4,high,65,0.0,0
GPU.S1,low,65,2080.3098555143506,254
GPU.S1,medium,65,843.5131018820114,474
GPU.S1,high,65,754.0,754
GPU.S2,low,65,123.13230809020993,135
GPU.S2,medium,65,60.0,60
GPU.S2,high,65,317.0,317
GPU.S3,low,65,0.0,0
GPU.S3,medium,65,0.0,0
GPU.S3,high,65,0.0,0
CPU.S1,low,66,208057.24024994284,304017
CPU.S1,medium,66,239053.62954897797,617418
CPU.S1,high,66,51364.0,51364
CPU.S2,low,66,564631.3038559835,842881
CPU.S2,medium,66,215880.1656864268,372080
CPU.S2,high,66,185008.3675727325,202669
CPU.S3,low,66,0.0,0
CPU.S3,medium,66,0.0,0
CPU.S3,high,66,0.0,0
CPU.S4,low,66,0.0,0
CPU.S4,medium,66,0.0,0
CPU.S4,high,66,0.0,0
GPU.S1,low,66,2049.5832916750296,436
GPU.S1,medium,66,991.0,991
GPU.S1,high,66,588.6700880136459,422
GPU.S2,low,66,115.56515579389293,147
GPU.S2,medium,66,63.03652330685279,72
GPU.S2,high,66,329.0,329
GPU.S3,low,66,0.0,0
GPU.S3,medium,66,0.0,0
GPU.S3,high,66,0.0,0
CPU.S1,low,67,201133.31951476578,309328
CPU.S1,medium,67,237469.99774668698,463343
CPU.S1,high,67,58907.65566369284,65002
CPU.S2,low,67,585954.9669444278,641412
CPU.S2,medium,67,206603.7453598486,321324
CPU.S2,high,67,179304.39953060469,178105
CPU.S3,low,67,0.0,0
CPU.S3,medium,67,0.0,0
CPU.S3,high,67,0.0,0
CPU.S4,low,67,0.0,0
CPU.S4,medium,67,0.0,0
CPU.S4,high,67,0.0,0
GPU.S1,low,67,477.0,477
GPU.S1,medium,67,1121.1798213951158,1365
GPU.S1,high,67,2084.033858348808,2491
GPU.S2,low,67,127.54982652486872,128
GPU.S2,medium,67,71.47201274075714,76
GPU.S2,high,67,310.0,310
GPU.S3,low,67,0.0,0
GPU.S3,medium,67,0.0,0
GPU.S3,high,67,0.0,0
CPU.S1,low,68,208652.1496956218,365577
CPU.S1,medium,68,242389.58033710023,486395
CPU.S1,high,68,58538.0,58538
CPU.S2,low,68,583299.6651646064,648759
CPU.S2,medium,68,212433.43265714071,373493
CPU.S2,high,68,183041.0,183041
CPU.S3,low,68,0.0,0
CPU.S3,medium,68,0.0,0
CPU.S3,high,68,0.0,0
CPU.S4,low,68,0.0,0
CPU.S4,medium,68,0.0,0
CPU.S4,high,68,0.0,0
GPU.S1,low,68,477.3467464388811,636
GPU.S1,medium,68,1126.6254081356892,1391
GPU.S1,high,68,2041.0,2041
GPU.S2,low,68,227.67072387465834,165
GPU.S2,medium,68,74.0,74
GPU.S2,high,68,202.65817655188,194
GPU.S3,low,68,0.0,0
GPU.S3,medium,68,0.0,0
GPU.S3,high,68,0.0,0
CPU.S1,low,69,204148.86548433025,195244
CPU.S1,medium,69,236088.24654451705,499863
CPU.S1,high,69,61200.0,61200
CPU.S2,low,69,578350.0632262325,679302
CPU.S2,medium,69,207325.89244015835,400715
CPU.S2,high,69,192552.0,192552
CPU.S3,low,69,0.0,0
CPU.S3,medium,69,0.0,0
CPU.S3,high,69,0.0,0
CPU.S4,low,69,0.0,0
CPU.S4,medium,69,0.0,0
CPU.S4,high,69,0.0,0
GPU.S1,low,69,926.1768153468918,831
GPU.S1,medium,69,1445.0,1445
GPU.S1,high,69,1293.0,1293
GPU.S2,low,69,238.46546509531493,160
GPU.S2,medium,69,46.0,46
GPU.S2,high,69,225.0,225
GPU.S3,low,69,0.0,0
GPU.S3,medium,69,0.0,0
GPU.S3,high,69,0.0,0
CPU.S1,low,70,198208.78667288757,289991
CPU.S1,medium,70,233247.53418861047,562059
CPU.S1,high,70,61585.773753559064,53415
CPU.S2,low,70,589620.2154279161,721320
CPU.S2,medium,70,204659.63619583703,422532
CPU.S2,high,70,195572.81100957215,204670
CPU.S3,low,70,0.0,0
CPU.S3,medium,70,0.0,0
CPU.S3,high,70,0.0,0
CPU.S4,low,70,0.0,0
CPU.S4,medium,70,0.0,0
CPU.S4,high,70,0.0,0
GPU.S1,low,70,1198.0,1198
GPU.S1,medium,70,1365.4689370288806,1191
GPU.S1,high,70,1111.0,1111
GPU.S2,low,70,158.06665131220055,149
GPU.S2,medium,70,29.0,29
GPU.S2,high,70,312.0,312
GPU.S3,low,70,0.0,0
GPU.S3,medium,70,0.0,0
GPU.S3,high,70,0.0,0
CPU.S1,low,71,157288.89987700887,303951
CPU.S1,medium,71,210299.07868218978,619303
CPU.S1,high,71,130793.0,130793
CPU.S2,low,71,576676.9826362844,808688
CPU.S2,medium,71,201549.21627249965,451278
CPU.S2,high,71,200901.47747174118,207960
CPU.S3,low,71,0.0,0
CPU.S3,medium,71,0.0,0
CPU.S3,high,71,0.0,0
CPU.S4,low,71,0.0,0
CPU.S4,medium,71,0.0,0
CPU.S4,high,71,0.0,0
GPU.S1,low,71,1732.6215637514777,1149
GPU.S1,medium,71,1326.724670742327,991
GPU.S1,high,71,605.6139221882006,568
GPU.S2,low,71,181.0,181
GPU.S2,medium,71,7.0,7
GPU.S2,high,71,312.49071930323083,301
GPU.S3,low,71,0.0,0
GPU.S3,medium,71,0.0,0
GPU.S3,high,71,0.0,0
CPU.S1,low,72,157963.7653977631,432096
CPU.S1,medium,72,189679.84676155762,732564
CPU.S1,high,72,154453.38337058207,189509
CPU.S2,low,72,598723.5106916531,945975
CPU.S2,medium,72,265565.5720398941,459506
CPU.S2,high,72,116186.0,116186
CPU.S3,low,72,0.0,0
CPU.S3,medium,72,0.0,0
CPU.S3,high,72,0.0,0
CPU.S4,low,72,0.0,0
CPU.S4,medium,72,0.0,0
CPU.S4,high,72,0.0,0
GPU.S1,low,72,1657.139934330952,1020
GPU.S1,medium,72,1363.1423577356243,993
GPU.S1,high,72,591.0,591
GPU.S2,low,72,177.4436703566905,195
GPU.S2,medium,72,0.0,0
